"regulation_type","name","total_count","genes_in_term","regulated_count","regulated_genes","gene_set","expected_count","fold_enrichment","p_value","p_adj"
"up","signal transduction in response to DNA damage",16,"ATAD5;ATM;BID;CASP9;CEP63;CHEK1;CHEK2;CRY1;GADD45A;GRB2;MAP2K6;MAPK12;MAPK14;MAPK3;RNF8;WNT1",2,"BID;MAP2K6","up",1.37424798516781,1.45534140969163,0.405059052497412,1
"up","signal transduction involved in regulation of gene expression",22,"DAND5;EPCAM;FGF5;FGF8;GSC;HNF4A;IRF3;MESP1;MSX1;MSX2;NEUROD1;P2RY1;PARP1;PAX6;PDGFRA;SMAD2;SMAD3;SOX17;TBX6;TRAF2;TRAF3IP2;TRAF5",1,"PDGFRA","up",1.88959097960574,0.529215058069684,0.861450796377391,1
"up","single fertilization",64,"ACTL9;ADAM20;ADAM21;ADCY3;AKAP3;AKAP4;AP3B1;AR;ASH1L;BBOF1;BSPH1;CCDC136;CCDC146;CCDC87;CD46;CECR2;CFAP52;CFAP57;CLGN;CNTLN;COL6A1;DEFB126;DRC1;ELSPBP1;FCRL3;FCRL5;FETUB;FOXL2;GNPDA1;HEXB;HOXA10;HOXA11;HOXA9;HOXD10;HOXD9;HVCN1;IGSF8;IZUMO1;KDM5B;LHFPL2;MFGE8;MST1R;NPM2;OR10J1;OR1D2;OVGP1;PARK7;POC1B;SLC22A16;SLC9B1;SLIRP;SMAD4;SPA17;SPAG1;SPAG8;TEX46;TRPC3;TRPC6;TRPC7;TUBGCP3;UBXN8;UMODL1;WDR48;WDR54",2,"COL6A1;MFGE8","up",5.49699194067123,0.363835352422907,0.977732307036353,1
"up","skeletal muscle cell differentiation",43,"ANKRD1;ANKRD33;ASB2;ATF3;BARX2;BCL9;BCL9L;BTG2;CITED2;COPS2;DMRTA2;EGR1;EGR2;EMD;EOMES;FOXN2;GTF3C5;HEYL;HIVEP3;HMG20B;KLHL41;LEMD2;MAFF;MED20;MEF2D;MYF5;MYF6;MYLK2;MYOD1;MYOG;NOTCH1;NR4A1;PAX5;PHOX2B;RB1;SAP30;SCX;SMYD1;SOX11;SOX8;VAX1;WNT3A;ZNF689",1,"BTG2","up",3.69329146013848,0.270761192500768,0.979033411377427,1
"up","skeletal muscle contraction",19,"CCDC78;CHRNA1;CHRND;CHUK;HOMER1;HSP90AA1;JSRP1;MYH14;MYH3;MYH7;MYH8;PVALEF;RCSD1;RPS6KB1;STAC;STAC2;STAC3;TCAP;TNF",1,"STAC","up",1.63191948238677,0.612775330396476,0.818572933097172,1
"up","skeletal muscle fiber development",27,"ANHX;BCL2;BIN3;CACNA1S;CAV2;COL6A1;DNER;GPX1;HOMER1;KEL;KLHL40;LARGE1;LMOD3;MYOD1;MYOG;MYORG;P2RX2;PLEC;PPP3CA;PPP3CB;RCAN1;RYR1;SELENON;SIX1;SKI;STAC3;WNT10B",3,"COL6A1;GPX1;PPP3CA","up",2.31904347497068,1.29363680861478,0.412753372451329,1
"up","skeletal muscle fiber differentiation",7,"COL6A1;FKRP;KLHL40;LARGE1;PPIF;SHH;SIX4",1,"COL6A1","up",0.601233493510916,1.66324732536186,0.46672020389786,1
"up","skeletal muscle tissue development",51,"ABCC9;ASNSD1;BVES;CASQ1;CAV1;CCNT2;CDK5;CFL2;CFLAR;COL19A1;CSRP3;DMD;ELN;EP300;ERO1A;FLNB;GPCPD1;HLX;HOXD10;HOXD9;HSD17B1;IGSF8;MAPK14;MEF2C;MEOX2;MSC;MYF5;MYF6;MYH14;MYL11;MYL6;MYL6B;MYOD1;MYOG;MYOZ1;MYOZ2;NEURL1;NF1;NR2F2;POPDC2;POPDC3;RHOA;SIX1;SIX4;SKIL;SRPK3;SVIL;VAMP5;VGLL2;VRK3;ZBTB18",2,"CAV1;DMD","up",4.38041545272239,0.456577697158158,0.94077413065874,1
"up","skeletal muscle tissue growth",6,"CHRNA1;CHRND;COL6A1;DLL1;MTM1;VPS54",1,"COL6A1","up",0.515342994437928,1.94045521292217,0.416600337332553,1
"up","skeletal muscle tissue regeneration",16,"CFLAR;COL6A1;DAG1;EYS;FKRP;GJA1;GPX1;HDGFL2;IFRD1;LARGE1;MCUB;MTPN;NACA;PPP3CA;SGCA;SOX15",4,"COL6A1;DAG1;GPX1;PPP3CA","up",1.37424798516781,2.91068281938326,0.0427735439139067,1
"up","skeletal system development",121,"ACAN;ACD;ADAMTS4;AHSG;ALX4;ANKH;ARSL;ASH1L;B3GLCT;BCAN;BGLAP;BMP1;BMP2;BMP3;BMP5;BMP6;BMP7;BMP8B;CACNA1S;CDH11;CDKN1C;CHD7;CHRD;CLEC3A;CMKLR1;CNMD;COL10A1;COL11A2;COL13A1;COL18A1;COL19A1;COL1A1;COL1A2;COL27A1;COL2A1;COL5A2;COL9A2;COMP;DLL3;DLX5;DLX6;EIF2AK3;EN1;EPHA2;EVC;EXTL1;FBN1;FGFR1;FGFR3;FGFRL1;FRZB;FST;GDF10;GDF11;GDF3;GLI2;GNA11;GUSBP1;HAPLN1;HAPLN2;HAPLN3;HES7;HEXA;HEXB;HOXA10;HOXA11;HOXA13;HOXC10;HOXD12;HOXD13;IFT25;IGF1;IHH;INHA;JAG2;LECT2;MATN3;MEPE;MMP14;MMP16;MMP9;NCAN;NOG;NPR3;PAPSS1;PAX1;PHEX;PITX1;PRDX1;PRELP;PTH;PTH1R;PTHLH;PUM2;RAI1;RASSF2;RPL38;RPS6KA3;SERP1;SH3PXD2B;SHOX;SHOX2;SOX9;SPP2;TBX3;TCOF1;TEAD4;TFAP2A;TGFB2;TGFBR1;TLL1;TNFRSF11B;TP63;TRAPPC2;TRPS1;UFD1;USP1;VCAN;VDR;WDR5;ZIC3",11,"ANKH;ARSL;BMP1;COL1A1;COL1A2;COL27A1;COL5A2;COL9A2;DLX5;HAPLN3;TNFRSF11B","up",10.3927503878315,1.05843011613937,0.468223288461801,1
"up","skeletal system morphogenesis",28,"ACVR2B;ANKRD11;ARID5B;CSRNP1;FGFR1;FGFR2;FMN1;HHIP;HOXC8;HOXD8;HYAL2;LAMA5;NLE1;P2RX7;PLEKHA1;PRKRA;PSEN1;RFLNA;RYK;SGPL1;SPEF2;TBX4;TCF15;TGFBR1;TIPARP;WDR48;WWOX;ZFAND5",1,"LAMA5","up",2.40493397404366,0.415811831340466,0.919208405437367,1
"up","skin development",35,"ABCB6;ADAMTS2;ARRDC3;ATP7A;ATP8A2;COL3A1;COL5A1;COL5A2;COL5A3;COMP;DACT2;DHCR24;DSP;FRAS1;GJB3;ITGA3;ITGB6;JUP;KRT9;MYD88;OVOL1;PDGFA;PTCH2;PTGES3;RIPK4;RYR1;SLC27A4;SLC2A10;SLITRK5;SUFU;TFAP2B;TNFSF13B;TRAF3IP2;WDR48;WNT10A",7,"ARRDC3;ATP7A;COL3A1;COL5A1;COL5A2;JUP;TFAP2B","up",3.00616746755458,2.32854625550661,0.0271150503440344,1
"up","skin morphogenesis",13,"ABCA12;AHDC1;CDSN;COL1A1;COL1A2;ERRFI1;ITGA2;ITGA6;ITGB4;PSEN1;SRF;TP63;VPS33B",2,"COL1A1;COL1A2","up",1.11657648794884,1.79118942731278,0.308774693393443,1
"up","small GTPase-mediated signal transduction",77,"ABR;ARFIP2;ARHGAP1;ARHGAP12;ARHGAP15;ARHGAP18;ARHGAP27;ARHGAP30;ARHGAP31;ARHGAP32;ARHGAP33;ARHGAP8;ARHGAP9;ARHGEF18;ARL3;BCR;CCDC88A;CCDC88C;CHM;CHML;CHP1;DAB1;DIRAS3;DNAJA3;DOCK1;DOCK10;DOCK11;DOCK2;DOCK3;DOCK4;DOCK6;DOCK7;DOCK8;DOCK9;GDI2;HACD3;KNDC1;KRIT1;NUCB1;NUCB2;PLCD4;PLD1;PLD2;RABIF;RAC1;RAC2;RALBP1;RAPGEF2;RAPGEF5;RASGRP3;RASL10A;RERG;RGL1;RGS19;RHEBL1;RHOC;RHOH;RHOQ;RIN2;RIT2;RND1;RND2;RND3;RRAGC;RUFY1;RUNDC3A;SH2D3A;SH2D3C;SIAH2;TIAM1;TIAM2;TNK2;USO1;VAV1;VAV2;VAV3;YWHAQ",2,"DIRAS3;DOCK11","up",6.61356842862008,0.302408604611248,0.991886626397165,1
"up","smooth muscle cell migration",6,"AAMP;BCL2;CCN3;DDR1;ITGB3;SEMA6D",1,"DDR1","up",0.515342994437928,1.94045521292217,0.416600337332553,1
"up","smooth muscle contraction",20,"ADA;ADRA1A;ADRB2;APBB1;APBB2;BDKRB2;CHRM3;CHRNB2;CHRNB4;EDNRA;FKBP1B;HTR7;MYH11;MYLK;NMUR1;ROCK1;ROCK2;SMTN;TBXA2R;TPCN2",2,"ADA;MYLK","up",1.71780998145976,1.1642731277533,0.52228556484579,1
"up","smooth muscle tissue development",13,"BMP4;DLG1;ENG;IHH;ITGA8;NF1;NPR2;PTCH1;SHH;STRA6;TFAP2B;TIPARP;ZFAND5",2,"DLG1;TFAP2B","up",1.11657648794884,1.79118942731278,0.308774693393443,1
"up","smoothened signaling pathway",78,"ARL13B;ARL3;B9D1;BBS7;CC2D2A;CD3E;CENPJ;CFAP410;CLUAP1;CPLANE2;CTNNA1;DHH;DISP1;DISP2;DISP3;DYRK2;DZIP1;DZIP1L;EVC;EVC2;FGF9;FKBP8;FOXA1;FOXF1;GLI1;GLI2;GLI3;GPC2;GPC3;GPR37L1;HES1;HHAT;HIPK1;HIPK2;HSPG2;IFT172;IFT20;IFT25;IFT27;IFT52;IFT57;IFT80;IHH;INTU;IQUB;KIAA0586;MAP3K10;MEGF8;MGRN1;MOSMO;NDP;NOG;NSDHL;PAX6;PDX1;PRRX1;PTCH1;PTCHD1;RB1;RUNX2;SEPTIN2;SHH;SHOX2;SKOR2;STIL;STK36;TCTN2;TCTN3;TGFBR2;TMEM17;TMEM231;TTBK2;TTC21B;TUBA1A;ULK3;WDPCP;WNT10B;ZIC3",3,"DISP2;MEGF8;TGFBR2","up",6.69945892769306,0.447797356828194,0.968554907108428,1
"up","sodium ion transmembrane transport",124,"ANO6;ASIC1;ASIC2;ASIC3;ASIC4;ASIC5;ATP1A2;ATP1A4;ATP1B1;ATP1B3;CHP1;CNGA1;CNGA3;CNGB1;CNNM4;GRIN1;GRIN2A;HCN1;HCN2;HCN3;HCN4;KCNK1;KCNK3;KCNK9;MCOLN1;MCOLN3;OSR1;SCN10A;SCN11A;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN3B;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SHROOM2;SLC12A1;SLC12A2;SLC12A3;SLC13A1;SLC13A2;SLC13A3;SLC13A4;SLC13A5;SLC17A1;SLC17A2;SLC17A3;SLC17A4;SLC17A6;SLC17A7;SLC17A8;SLC20A1;SLC20A2;SLC23A1;SLC24A1;SLC24A2;SLC24A3;SLC24A4;SLC24A5;SLC28A3;SLC34A2;SLC34A3;SLC38A1;SLC38A2;SLC38A4;SLC38A5;SLC41A1;SLC41A3;SLC4A10;SLC4A11;SLC4A4;SLC4A7;SLC4A8;SLC4A9;SLC5A10;SLC5A11;SLC5A3;SLC5A4;SLC5A5;SLC5A9;SLC6A1;SLC6A11;SLC6A12;SLC6A13;SLC6A14;SLC6A15;SLC6A16;SLC6A17;SLC6A18;SLC6A19;SLC6A2;SLC6A20;SLC6A4;SLC6A5;SLC6A6;SLC6A7;SLC6A8;SLC6A9;SLC8A1;SLC8A2;SLC8A3;SLC8B1;SLC9A5;SLC9A8;SLC9B1;SLC9B2;STK39;TPCN1;TPCN2;TRPM2;TRPM5;TRPV3;WNK1;WNK4",6,"ASIC1;SCN2A;SHROOM2;SLC38A4;SLC4A7;TPCN1","up",10.6504218850505,0.563357965041921,0.960707524964121,1
"up","sodium ion transport",60,"ASIC1;ATP1A2;ATP1A4;ATP1B4;CATSPER3;CATSPER4;CNGA1;CNGA2;CNGA4;CNGB1;COMMD3;COMMD9;FGF13;FXYD3;FXYD4;FXYD5;FXYD6;FXYD7;KCNE3;MFSD4B;NDUFA9;SCN1A;SCN2A;SCN3A;SCN3B;SCN4A;SCN4B;SCN5A;SCN8A;SCNN1G;SGK1;SLC10A1;SLC10A2;SLC10A4;SLC10A5;SLC10A6;SLC10A7;SLC12A3;SLC13A1;SLC17A2;SLC17A3;SLC17A4;SLC22A4;SLC22A5;SLC23A1;SLC23A2;SLC34A3;SLC38A11;SLC38A3;SLC38A7;SLC4A11;SLC4A4;SLC5A1;SLC5A12;SLC5A2;SLC5A4;SLC5A5;SLC5A6;SLC5A7;SLC9B2",2,"ASIC1;SCN2A","up",5.15342994437928,0.388091042584435,0.969795430534649,1
"up","somatic stem cell population maintenance",50,"BCL9;BCL9L;BMPR1A;CDX2;CUL4A;FGF10;FGF4;GATA2;HES1;KLF10;KLF4;LDB1;LDB2;LIF;LIG4;LRP5;MED12;MED14;MED15;MED17;MED21;MED27;MED28;MED30;MED6;MED7;NANOG;NIPBL;NKAP;NODAL;NOG;NR2E1;POU5F1;RBPJ;REST;RIF1;SALL4;SFRP1;SKI;SMC1A;SOX2;SOX4;SOX9;STAT3;TBX1;VPS72;WNT7A;YAP1;ZFP36L2;ZHX2",2,"LDB2;STAT3","up",4.2945249536494,0.465709251101322,0.93625149010806,1
"up","somite development",12,"FRZB;IHH;LOXL3;MEOX1;MEOX2;NOG;NUP133;PPP2R3A;PTCH1;RAD51B;SHH;WNT11",1,"LOXL3","up",1.03068598887586,0.970227606461087,0.659688411118299,1
"up","somitogenesis",40,"ABI1;ATM;AXIN2;BMPR1A;CRB2;DLL1;DLL3;EP300;FOXB1;FOXC1;FOXC2;FOXF1;HES7;KAT2A;LEF1;LFNG;MIB1;MSGN1;MYF5;MYF6;NLE1;PALB2;PCDH8;PLXNA2;POFUT1;POGLUT1;PPP2R3A;PSEN1;RBPJ;RIPPLY2;SEMA3C;SMAD3;TAF10;TBX18;TBXT;TCAP;TCF15;TP53;WNT5A;XRCC2",2,"LFNG;WNT5A","up",3.43561996291952,0.582136563876652,0.869159666666335,1
"up","sperm axoneme assembly",33,"ARMC2;BBOF1;BBS2;CCDC146;CEP131;CFAP157;CFAP206;CFAP43;CFAP44;CFAP47;CFAP58;CFAP65;CFAP69;CFAP97D1;DNAH1;DRC7;FSIP2;IQCG;MEIG1;MNS1;NEURL1;PDCL2;PLA2G3;SPAG16;SPAG6;SPEF2;TBC1D21;TPGS1;TTC12;TTLL1;TTLL5;UBE2B;ZMYND12",1,"CFAP44","up",2.8343864694086,0.352810038713122,0.948462254542048,1
"up","spermatid development",94,"ACRBP;ADAD1;ADAD2;ADCY10;ADGB;AFF4;ARMC3;BBS4;BRIP1;CAPZA3;CCDC146;CCDC159;CCDC42;CCDC62;CCDC63;CCNB1IP1;CDYL;CEP57;CFAP52;CIB1;DDX25;DHH;DMC1;DPY19L2;DPY19L2P2;EHMT2;EIF4G3;EPC1;FAM9A;FAM9B;FAM9C;FANCG;FNDC3A;FXR1;GALNTL5;GLI1;HSPA2;ING2;IQCG;IQCN;JAM2;JAM3;KAT5;KLC3;KLHL10;MEIOC;MKKS;NECTIN2;NME5;NSUN2;OCA2;OSBP2;PACRG;PANK2;PDCL2;PITHD1;PLD6;PMFBP1;PRKG1;PRM2;PTCH1;REC8;RFX2;RIMBP3;RIMBP3B;RIMBP3C;RNF17;RSPH1;SBF1;SEPTIN14;SIX5;SLIRP;SOX30;SPACDR;SPANXB1;SPATA16;SPINK2;SPO11;STRBP;SUFU;SUN5;SYCP3;TDRD5;TNP1;TRIP13;TSSK1B;TSSK2;TSSK3;TSSK6;TTC21A;TUBA8;UBE2J1;YTHDC2;ZMYND15",2,"CCDC159;SIX5","up",8.07370691286087,0.247717686756022,0.997904786373703,1
"up","spermatid differentiation",7,"MAST2;NPHP1;RBM46;RHBDD1;SEPTIN4;TMEM119;VPS54",1,"TMEM119","up",0.601233493510916,1.66324732536186,0.46672020389786,1
"up","spermatogenesis",399,"ACE;ACOX1;ACRV1;ACSBG2;ACVR2A;ADAM28;ADAM29;ADAMTS2;ADCYAP1R1;ADGRG2;ADIG;AKAP4;ANKRD49;AP3B1;APOB;AR;ARID4A;ARID4B;ASF1B;ASPM;ATAT1;ATN1;ATP1A4;ATP2B4;ATRX;AXDND1;AXL;AZIN2;BAG6;BCAP31;BCL2L1;BCL2L10;BCL2L11;BCL2L2;BCL6;BIRC3;BMAL1;BNC1;BRCA2;BRD2;BRME1;BTBD18;C2CD6;CADM1;CALR;CALR3;CATSPER1;CATSPERB;CATSPERD;CATSPERG;CATSPERZ;CCDC136;CCDC34;CCDC87;CCIN;CCNA1;CCNI;CCNY;CCNYL1;CDC25C;CDK16;CDYL;CELF3;CETN2;CFAP54;CFAP91;CLDN11;CLOCK;CNBD2;CNR1;CNTD1;CNTLN;CREB3L4;CREM;CRTAP;CSNK2A2;CT55;CUL4A;CYLC1;CYLC2;CYP26B1;DAZAP1;DAZL;DDX4;DEDD;DEFB118;DHX36;DLEC1;DMC1;DMRT1;DNAJA1;DNMT3A;DNMT3L;DPCD;DRC7;DZIP1;EFCAB9;EIF5A2;ELL3;FAM209A;FAM209B;FAM50A;FKBP6;FOXA3;FOXJ1;FOXJ2;FOXJ3;FSHB;FSHR;GAL3ST1;GALNT3;GAMT;GGN;GGNBP1;GGNBP2;GGT1;GHSR;GJA1;GJB3;GK2;GORASP2;GPX4;GTSF1;H2AJ;H2AX;HADH;HERC2;HERC4;HERPUD2;HOATZ;HORMAD1;HOXA10;HOXA11;HOXA9;HSF2;HSF2BP;HSF5;HSPA2;IFT20;IFT25;IFT27;IFT81;IFTAP;IGF2R;IHO1;IL1A;IMMP2L;ING2;INHBB;INPP5B;INSL3;JAG2;KASH5;KATNAL1;KCTD19;KDM2B;KLC3;KRT9;LGR4;LHCGR;LIMK2;LRGUK;LRRC8A;LRRK2;LZTFL1;M1AP;MAEL;MAJIN;MAK;MEA1;MEI4;MEIOSIN;MGAT4D;MKRN2;MLH1;MORC1;MORN2;MOV10L1;MROH2B;MSH4;MSH6;MYBL1;MYCBP;MYCBPAP;NANOS2;NANOS3;NDC1;NDRG3;NEURL4;NKAPL;NLRP14;NME5;NME8;NOTCH1;NPAP1;NPR2;NR0B1;NR2C2;NTRK1;OAZ3;ODAD3;ODF1;ODF2;ODF4;OR7C1;OVOL1;PAFAH1B2;PAFAH1B3;PAIP2;PARP11;PATZ1;PAX5;PCDH11Y;PFN4;PGAM2;PGM3;PHC2;PIAS1;PIWIL2;PIWIL3;PIWIL4;PLEKHA1;PMCH;PMFBP1;PNLDC1;POU4F2;PPP1CC;PRDX4;PRKACG;PRKAG1;PRM1;PRM2;PRM3;PROK2;PRSS21;PSMA8;PUM1;RACGAP1;RAD51C;RAI14;RARA;RB1;RBM46;RBX1;REC114;REC8;RGN;RGS2;RNF114;RNF151;ROPN1B;RPL10L;RPL39L;RUVBL1;SASS6;SCAPER;SEPTIN12;SEPTIN2;SEPTIN6;SEPTIN7;SERPINA5;SETX;SFMBT1;SGPL1;SHCBP1L;SHISA6;SIAH1;SIRT1;SKIL;SLC19A2;SLC22A16;SLC25A31;SLC26A8;SLC2A14;SLC4A2;SLC9C1;SLCO4C1;SMAD4;SNRPA1;SOD1;SOHLH1;SOHLH2;SOX17;SOX8;SOX9;SPA17;SPAG11B;SPAG17;SPAG4;SPAG8;SPATA16;SPATA19;SPATA2;SPATA20;SPATA24;SPATA25;SPATA31A1;SPATA31A3;SPATA31A6;SPATA31A7;SPATA31C1;SPATA31C2;SPATA31D1;SPATA31D3;SPATA31D4;SPATA31E1;SPATA32;SPATA46;SPATA6;SPATA6L;SPATA9;SPATC1L;SPDYA;SPEF2;SPO11;SPOCD1;SSH2;SSTR1;SSTR2;SSTR3;SSX1;STK11;STK33;STRA8;SUN1;SUN5;SYCE3;SYCP1;SYNE1;TAF4B;TAF7L;TBC1D21;TBP;TCFL5;TCP11;TDRD1;TDRD12;TDRD6;TDRD7;TDRD9;TDRKH;TDRP;TERB2;TESK1;TESK2;TESMIN;TEX19;TMEM119;TMEM203;TMEM232;TMPRSS12;TNP2;TP63;TPPP2;TRIM27;TRIP13;TSGA10;TSNAX;TSNAXIP1;TSPAN8;TSPY1;TSPY2;TSPY3;TSPY4;TSPY8;TSSK3;TTLL3;TTLL8;TXNDC2;TXNDC8;TXNRD3;TYRO3;UBE2B;UBR2;UPF3A;USP26;USP42;USP9Y;VCX;VDAC3;WDR33;WDR48;WFDC2;WIPF3;XRN2;YBX2;YBX3;YTHDC1;YY1;ZCWPW1;ZFP41;ZFX;ZGLP1;ZNF296;ZNF35;ZNF541;ZNF628;ZSCAN2;ZSCAN21",7,"CDK16;CRTAP;LIMK2;SPAG4;SUN1;TMEM119;TTLL3","up",34.2703091301222,0.204258443465492,0.99999999900584,1
"up","sphingolipid biosynthetic process",39,"ABCC1;ABCG2;ACER1;CERKL;CERS1;CERS2;CERS3;CERS4;CERS5;CERS6;CSNK1G2;ELOVL1;ELOVL2;ELOVL3;ELOVL4;ELOVL5;ELOVL6;ELOVL7;FA2H;HACD1;HACD2;HACD3;HACD4;KDSR;ORMDL1;ORMDL2;ORMDL3;PRKD1;PRKD2;PRKD3;SGMS1;SGMS2;SPHK1;SPHK2;SPTLC1;SPTLC2;SPTLC3;SPTSSA;SPTSSB",1,"ORMDL2","up",3.34972946384653,0.298531571218796,0.969954086349848,1
"up","sphingolipid catabolic process",14,"ACER1;ACER2;ALDH3B1;ALDH3B2;ENPP2;PLPP1;PLPP2;PLPP3;PPT1;SGPL1;SGPP1;SGPP2;SMPD2;VPS54",2,"ALDH3B1;PPT1","up",1.20246698702183,1.66324732536186,0.341428204938624,1
"up","sphingomyelin catabolic process",6,"SMPD1;SMPD2;SMPD3;SMPD4;SMPDL3A;SMPDL3B",1,"SMPD1","up",0.515342994437928,1.94045521292217,0.416600337332553,1
"up","sphingomyelin metabolic process",5,"ABCA2;ENPP7;SMPD1;SMPD2;SMPD3",1,"SMPD1","up",0.42945249536494,2.32854625550661,0.361772266029451,1
"up","sphingosine biosynthetic process",15,"ABCA2;ACER1;ACER2;ACER3;AGK;ASAH1;ASAH2;GBA1;SPHK1;SPHK2;SPTLC1;SPTLC2;SPTLC3;SPTSSA;SPTSSB",1,"GBA1","up",1.28835748609482,0.776182085168869,0.740097079463261,1
"up","sphingosine-1-phosphate receptor signaling pathway",11,"AKT1;EZR;GPR6;RAC1;S1PR1;S1PR2;S1PR3;S1PR4;S1PR5;SPHK1;SPHK2",1,"S1PR1","up",0.944795489802868,1.05843011613937,0.627697881601923,1
"up","spinal cord development",26,"ACTL6A;BAG3;DLL1;EED;FOXB1;GRIA1;IFT80;LOXL3;MECP2;MED12;MPST;NEFL;NEUROG3;NF1;NOG;PHGDH;PLXDC1;PTPRS;SLIT1;SOX11;SOX12;SOX4;SRD5A1;VIT;ZIC1;ZPR1",2,"LOXL3;PLXDC1","up",2.23315297589769,0.895594713656388,0.666799618931408,1
"up","spinal cord dorsal/ventral patterning",5,"CHRD;GLI2;IFT122;INTU;SHH",1,"IFT122","up",0.42945249536494,2.32854625550661,0.361772266029451,1
"up","spindle assembly",37,"BCAS2;CEP63;CSNK1D;GOLGA2;GTF2B;HAUS1;HAUS2;HAUS3;HAUS4;HAUS5;HAUS6;HAUS7;HAUS8;HDAC3;INO80;KASH5;MAPRE1;MAPRE2;MAPRE3;NCOR1;NEK2;NEK6;NEK7;PPP2R1A;PPP2R1B;RCC1;RPS3;SAC3D1;STARD9;TNKS;TUBB;TUBB1;TUBGCP2;TUBGCP3;TUBGCP4;TUBGCP5;TUBGCP6",2,"MAPRE2;TUBGCP6","up",3.17794846570056,0.629336825812597,0.838805008377761,1
"up","sprouting angiogenesis",35,"ADGRA2;ANGPT1;CCBE1;CDC42;CDH13;E2F7;E2F8;ENG;ESM1;FLT1;FLT4;LEF1;LOXL2;NAXE;NOTCH1;NRP1;OTULIN;PARVA;PGF;PTK2B;RAMP2;RECK;RNF213;RSPO3;SEMA3E;TEK;TGFB1;THBS1;TMEM215;VEGFA;VEGFB;VEGFC;VEGFD;VSTM4;YJEFN3",2,"ANGPT1;NRP1","up",3.00616746755458,0.665298930144745,0.815155771175571,1
"up","stem cell differentiation",46,"A2M;BBS12;BGLAP;BMP4;BMPR1A;BMPR2;CDX2;DNMT3L;ELL3;EPCAM;ESR1;EZH2;FGFR1;FOXO4;GATA6;GPM6A;HESX1;HMGA2;HOXA7;HOXD4;IFT80;JARID2;KRT14;LIF;LIN28A;MAPK14;MSX1;MSX2;MTF2;NELFB;NOG;OSR1;PAX2;PDX1;PHF19;PHF5A;PUM1;RUNX2;SHC4;SLC9A1;SMAD1;SMAD5;SMAD9;SOX21;ZIC3;ZNF281",1,"HOXD4","up",3.95096295735745,0.253102853859414,0.983992692888677,1
"up","steroid biosynthetic process",21,"ACBD3;CYP17A1;CYP19A1;CYP1A1;CYP3A7;CYP51A1;DHRS11;FDFT1;FDX1;FDXR;HINT2;HSD17B1;HSD17B3;LSS;PBX1;PRLR;RDH8;SCP2;SRD5A1;SRD5A2;STAR",1,"LSS","up",1.80370048053275,0.554415775120621,0.848421270641069,1
"up","steroid hormone receptor signaling pathway",19,"ESR1;GPER1;MAPK1;NR1D1;NR2C1;NR2E1;NR2E3;NR4A3;OR51E2;PAQR7;PAQR8;PDE3A;PGRMC2;PPARA;PPARD;RXRA;RXRB;RXRG;ZDHHC7",1,"PAQR8","up",1.63191948238677,0.612775330396476,0.818572933097172,1
"up","steroid metabolic process",43,"AKR1C2;AKR1C3;AKR1C4;BDH1;CYP17A1;CYP1A1;CYP1B1;CYP2A6;CYP2B6;CYP2C19;CYP2C8;CYP2C9;CYP2D6;CYP2E1;CYP3A4;CYP3A43;CYP3A5;CYP3A7;DHCR24;DHRS4;DHRS9;G6PC1;HSD17B2;HSD17B6;MSMO1;NR1I2;RDH16;RDH5;SDR9C7;SLC22A24;STARD3;SULT1A2;SULT1A3;SULT1E1;SULT2A1;SULT2B1;SULT4A1;TSPO;UGT1A1;UGT1A8;UGT2B15;UGT2B17;UGT2B28",2,"AKR1C3;CYP1B1","up",3.69329146013848,0.541522385001537,0.894174236710209,1
"up","sterol biosynthetic process",10,"CH25H;CYB5R1;CYB5R2;ERG28;FAXDC2;HMGCR;MSMO1;PMVK;PRKAG2;SQLE",1,"FAXDC2","up",0.85890499072988,1.1642731277533,0.592701574973754,1
"up","sterol metabolic process",14,"CYP11A1;CYP11B1;CYP11B2;CYP19A1;CYP1B1;CYP27A1;CYP39A1;CYP46A1;CYP4V2;CYP51A1;CYP7A1;CYP7B1;CYP8B1;EBPL",1,"CYP1B1","up",1.20246698702183,0.831623662680931,0.71566222215871,1
"up","sterol transport",15,"ABCG5;ABCG8;MTTP;NPC1;NPC1L1;OSBP;OSBPL1A;OSBPL3;OSBPL6;OSBPL7;OSBPL9;PLTP;SCP2;TSPO;VAPA",2,"MTTP;OSBPL3","up",1.28835748609482,1.55236417033774,0.373574219894989,1
"up","stimulatory C-type lectin receptor signaling pathway",19,"CLEC6A;CLEC7A;CREBBP;EP300;IKBKB;KLRC1;KLRC2;KLRC3;KLRC4;KLRD1;KLRK1;MAP3K7;PAK1;PAK2;PAK3;PLCG2;SYK;TRAF6;TYROBP",1,"PAK3","up",1.63191948238677,0.612775330396476,0.818572933097172,1
"up","store-operated calcium entry",10,"CRACR2A;CRACR2B;MS4A1;ORAI1;ORAI2;ORAI3;SRL;STIM1;STIM2;STIMATE",2,"ORAI2;ORAI3","up",0.85890499072988,2.32854625550661,0.209857920808297,1
